,transaction_id,date,client_id_x,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,date_only,target,current_age,retirement_age,birth_year,birth_month,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,gender_encoded,client_id_y,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,mcc_description
16,18123493,2016-07-23 09:09:00,386,3673,4.65,Chip Transaction,7237,Framingham,MA,1702.0,5812,,2016-07-23,0,48,64,1971,11,3034 Third Boulevard,42.26,-71.8,24506.0,49967.0,62509.0,655,1,0,386,Mastercard,Debit,5639527120868397,2023-10-01,126,1,1,25093.0,2002-07-01,2006,Eating Places and Restaurants
17,18406261,2016-09-21 13:34:00,51,6031,60.3,Chip Transaction,37861,Hendersonville,TN,37075.0,7230,,2016-09-21,0,29,67,1991,2,3260 Hillside Lane,36.29,-86.6,25166.0,51303.0,106248.0,688,3,1,51,Visa,Credit,4718480260665073,2020-07-01,909,1,1,12700.0,2010-12-01,2011,Beauty and Barber Shops
18,20465851,2017-12-02 12:41:00,1727,5982,-60.0,Swipe Transaction,61195,Columbia,SC,29229.0,5541,,2017-12-02,0,46,67,1973,10,31 Oak Avenue,34.0,-81.03,23917.0,48762.0,143208.0,771,6,1,1727,Visa,Debit,4475380884726150,2024-06-01,972,1,1,24230.0,2009-12-01,2011,Service Stations
19,21959996,2018-10-15 10:28:00,1763,4297,2.72,Swipe Transaction,93466,Minneapolis,MN,55429.0,5411,,2018-10-15,0,49,66,1970,6,6593 North Avenue,44.96,-93.26,18660.0,38039.0,27179.0,717,3,0,1763,Mastercard,Debit,5300904662487175,2021-03-01,946,0,1,30096.0,2009-08-01,2009,"Grocery Stores, Supermarkets"
20,18389195,2016-09-18 05:01:00,1954,4879,162.24,Chip Transaction,60569,Cerritos,CA,90703.0,5300,,2016-09-18,0,47,68,1973,1,965 Wessex Street,33.94,-117.95,23740.0,48406.0,80441.0,683,3,1,1954,Visa,Credit,4802501874295829,2024-04-01,196,1,2,5900.0,2014-09-01,2014,Wholesale Clubs
21,19281361,2017-03-27 07:30:00,1046,3259,74.0,Chip Transaction,41260,San Antonio,TX,78225.0,5541,,2017-03-27,0,44,66,1975,6,9414 Summit Boulevard,39.95,-75.16,18007.0,36715.0,74022.0,547,4,0,1046,Visa,Debit,4890055017613535,2021-04-01,956,1,2,10124.0,2003-06-01,2018,Service Stations
22,21886417,2018-09-29 15:12:00,1568,977,5.17,Chip Transaction,20519,Melville,NY,11747.0,5942,,2018-09-29,0,47,67,1972,5,3816 Spruce Drive,40.67,-73.39,21077.0,42976.0,58765.0,748,3,1,1568,Mastercard,Debit,5318873508559141,2020-04-01,125,1,2,14418.0,2000-02-01,2005,Book Stores
23,17985031,2016-06-23 15:00:00,349,4314,54.11,Chip Transaction,60569,Wooster,OH,44691.0,5300,,2016-06-23,0,40,61,1979,12,1943 Birch Street,40.84,-81.63,21201.0,43229.0,96831.0,685,2,1,349,Visa,Debit,4848387288995352,2020-09-01,393,1,1,30348.0,2009-08-01,2010,Wholesale Clubs
24,20871587,2018-02-26 14:55:00,652,2502,14.83,Chip Transaction,20604,Groton,CT,6340.0,7832,,2018-02-26,0,82,66,1937,9,9952 South Lane,41.76,-72.61,20065.0,22726.0,1692.0,784,6,1,652,Amex,Credit,399097109736535,2023-12-01,311,1,2,16500.0,2006-04-01,2016,Motion Picture Theaters
25,20453089,2017-11-29 19:05:00,456,4576,43.09,Online Transaction,50404,ONLINE,,,4784,,2017-11-29,0,54,63,1965,10,600 Grant Lane,26.63,-81.99,17140.0,34947.0,49024.0,751,3,0,456,Mastercard,Debit,5915761072331247,2020-08-01,754,1,2,12594.0,2005-09-01,2014,Tolls and Bridge Fees
26,21516706,2018-07-13 12:25:00,569,2764,39.49,Chip Transaction,43293,Sherwood,AR,72120.0,5499,,2018-07-13,0,52,73,1968,2,29 Martin Luther King Lane,34.83,-92.2,22377.0,45625.0,81136.0,662,1,0,569,Visa,Credit,4345309820081331,2022-08-01,761,1,2,5900.0,2016-04-01,2016,Miscellaneous Food Stores
27,19434940,2017-04-28 12:50:00,178,4261,5.59,Chip Transaction,41982,Blue Springs,MO,64015.0,5411,,2017-04-28,0,47,66,1972,7,27 Third Avenue,39.01,-94.28,24057.0,49045.0,0.0,727,3,1,178,Mastercard,Debit,5041406633994156,2023-01-01,155,1,2,17206.0,2008-08-01,2010,"Grocery Stores, Supermarkets"
28,21103571,2018-04-16 18:53:00,408,4960,-60.0,Chip Transaction,59935,Barron,WI,54812.0,5499,,2018-04-16,0,58,62,1961,4,690 Hill Lane,45.4,-91.84,15371.0,31343.0,49537.0,741,3,1,408,Visa,Credit,4749273777651489,2022-03-01,809,1,2,6900.0,2001-10-01,2011,Miscellaneous Food Stores
29,20808204,2018-02-13 07:54:00,1226,6055,36.01,Chip Transaction,30006,Waimanalo,HI,96795.0,4900,,2018-02-13,0,42,67,1978,2,376 Fourth Drive,21.34,-157.72,18080.0,36860.0,65049.0,714,3,0,1226,Visa,Debit (Prepaid),4856808577039430,2024-10-01,49,1,1,64.0,2011-12-01,2011,"Utilities - Electric, Gas, Water, Sanitary"
30,20239952,2017-10-15 16:03:00,822,5424,100.0,Chip Transaction,27092,Imperial Beach,CA,91933.0,4829,,2017-10-15,0,51,68,1968,4,6323 Sussex Boulevard,32.61,-117.03,16942.0,34540.0,22641.0,793,5,1,822,Mastercard,Debit,5985582173054292,2024-07-01,951,1,1,29351.0,2005-11-01,2007,Money Transfer
31,17200244,2016-01-06 20:13:00,566,4547,19.83,Online Transaction,18563,ONLINE,,,4121,,2016-01-06,0,60,67,1959,10,8179 Valley Stream Drive,42.79,-83.62,22680.0,46244.0,108449.0,814,5,1,566,Amex,Credit,304564349597311,2024-11-01,170,1,2,12700.0,2004-09-01,2008,Taxicabs and Limousines
32,21758023,2018-09-02 10:48:00,140,3041,16.78,Chip Transaction,93292,Whites Creek,TN,37189.0,4121,,2018-09-02,0,37,72,1983,2,108 Washington Street,36.28,-86.83,20657.0,42120.0,72801.0,739,4,1,140,Mastercard,Debit,5529182104663869,2022-01-01,182,1,1,19110.0,2010-05-01,2011,Taxicabs and Limousines
33,22167375,2018-11-28 10:25:00,1881,359,3.4,Chip Transaction,20519,Dearborn,MI,48126.0,5942,,2018-11-28,0,67,67,1952,9,159 Mill Street,42.05,-83.38,22321.0,56542.0,9097.0,733,6,0,1881,Visa,Debit,4584347378978298,2021-03-01,249,1,2,18548.0,2016-01-01,2016,Book Stores
34,21772299,2018-09-05 12:39:00,1379,4796,186.39,Chip Transaction,57133,Waianae,HI,96792.0,3730,,2018-09-05,0,76,72,1943,6,93374 11th Street,42.58,-82.91,19780.0,34408.0,9107.0,701,4,0,1379,Visa,Credit,4164100335475856,2022-10-01,338,1,1,10300.0,2010-09-01,2010,Ship Chandlers
35,18597149,2016-11-01 11:03:00,997,5046,1.64,Chip Transaction,14528,Chula Vista,CA,91913.0,5499,,2016-11-01,0,57,67,1963,2,339 Little Creek Lane,32.64,-116.98,26957.0,54963.0,105623.0,675,4,1,997,Discover,Credit,6867180010349307,2023-07-01,59,1,1,11200.0,2006-10-01,2006,Miscellaneous Food Stores
36,22309197,2018-12-28 09:18:00,134,6120,5.27,Swipe Transaction,6836,El Paso,TX,79912.0,5411,,2018-12-28,0,43,67,1976,12,924 First Drive,31.84,-106.43,24608.0,50174.0,145300.0,643,4,0,134,Mastercard,Credit,5270343966236915,2022-08-01,997,1,1,9400.0,2016-12-01,2016,"Grocery Stores, Supermarkets"
37,19768714,2017-07-07 19:14:00,1147,2042,12.1,Swipe Transaction,50783,New Brunswick,NJ,8901.0,5411,,2017-07-07,0,80,69,1939,3,614 Spruce Avenue,40.6,-74.76,46827.0,104692.0,6955.0,704,2,0,1147,Mastercard,Debit,5065968170690023,2021-10-01,724,0,2,18050.0,2003-03-01,2010,"Grocery Stores, Supermarkets"
38,18067362,2016-07-11 09:55:00,1871,4429,88.32,Swipe Transaction,47756,Albuquerque,NM,87121.0,5411,,2016-07-11,0,83,65,1936,7,3241 Park Lane,35.11,-106.62,15385.0,16611.0,1797.0,696,5,0,1871,Mastercard,Debit,5896330225827400,2024-08-01,851,0,2,20277.0,2014-08-01,2014,"Grocery Stores, Supermarkets"
39,21415510,2018-06-22 07:08:00,1104,5766,99.0,Swipe Transaction,43293,Pompano Beach,FL,33060.0,5499,,2018-06-22,0,91,66,1928,3,120 Lafayette Boulevard,26.23,-80.13,18266.0,40141.0,805.0,850,6,0,1104,Visa,Debit,4061173043608031,2021-05-01,265,1,1,16578.0,2000-12-01,2010,Miscellaneous Food Stores
40,20165542,2017-09-29 20:34:00,526,2091,44.07,Chip Transaction,22204,Miami,FL,33134.0,5541,,2017-09-29,0,51,62,1968,3,54870 Lexington Drive,25.77,-80.2,31625.0,64481.0,114394.0,627,5,1,526,Mastercard,Debit,5507762507273350,2022-01-01,170,1,1,23652.0,2005-03-01,2014,Service Stations
41,17515093,2016-03-15 09:05:00,1050,3472,26.95,Chip Transaction,60569,Greenville,NC,27834.0,5300,,2016-03-15,0,43,65,1976,3,41332 Lincoln Avenue,35.98,-78.91,17625.0,35938.0,47204.0,670,3,1,1050,Mastercard,Debit,5254337924232892,2024-07-01,93,1,2,10224.0,2010-06-01,2016,Wholesale Clubs
42,20714743,2018-01-24 09:39:00,285,3442,26.66,Chip Transaction,30565,Watsonville,CA,95076.0,5912,,2018-01-24,0,62,69,1957,8,702 Elm Drive,36.95,-121.72,16920.0,34496.0,33122.0,731,5,0,285,Visa,Debit (Prepaid),4099931530727553,2022-02-01,393,1,1,65.0,2009-06-01,2009,Drug Stores and Pharmacies
43,19906566,2017-08-05 23:43:00,479,2186,1.24,Swipe Transaction,14528,Pasadena,MD,21122.0,5499,,2017-08-05,0,57,69,1962,10,936 12th Street,39.11,-76.55,30004.0,61173.0,71422.0,692,3,0,479,Mastercard,Credit,5692954458453302,2021-09-01,528,1,1,16600.0,2008-03-01,2014,Miscellaneous Food Stores
44,20992078,2018-03-24 08:49:00,1107,6112,56.82,Swipe Transaction,7871,Candor,NY,13743.0,5912,,2018-03-24,0,71,69,1949,1,836 Summit Boulevard,42.23,-76.34,18323.0,40516.0,6908.0,698,5,1,1107,Mastercard,Debit,5678186427083264,2023-04-01,765,1,1,16678.0,2015-12-01,2015,Drug Stores and Pharmacies
45,22223455,2018-12-10 07:07:00,1989,3800,24.03,Swipe Transaction,2105,Upper Marlboro,MD,20774.0,5912,,2018-12-10,0,31,66,1988,12,3487 Bayview Drive,38.81,-76.75,33295.0,67886.0,7137.0,803,4,0,1989,Amex,Credit,387783458708691,2024-03-01,124,1,1,21200.0,2007-07-01,2011,Drug Stores and Pharmacies
46,19945615,2017-08-14 11:32:00,679,2894,33.34,Chip Transaction,63694,Jackson Center,PA,16133.0,5411,,2017-08-14,0,57,69,1962,11,1690 Main Avenue,41.27,-80.13,16809.0,34272.0,39514.0,765,4,0,679,Amex,Credit,326701965155978,2017-11-01,478,1,1,9900.0,2006-05-01,2007,"Grocery Stores, Supermarkets"
47,21952211,2018-10-13 14:51:00,114,3070,91.0,Chip Transaction,61195,North Hollywood,CA,91606.0,5541,,2018-10-13,0,47,65,1972,12,112 Elm Avenue,34.18,-118.39,16892.0,34441.0,907.0,725,4,1,114,Mastercard,Debit,5471501151275219,2019-01-01,875,1,2,16617.0,2010-05-01,2011,Service Stations
48,19897172,2017-08-04 04:49:00,1826,5779,7.34,Chip Transaction,32858,Fort Walton Beach,FL,32548.0,5311,,2017-08-04,0,45,61,1974,5,94936 Elm Drive,28.92,-81.92,8155.0,16628.0,33926.0,654,1,1,1826,Mastercard,Debit (Prepaid),5691905533359944,2024-10-01,982,1,1,49.0,2002-12-01,2009,Department Stores
49,21778956,2018-09-06 18:47:00,1495,5767,77.73,Chip Transaction,68389,Indianapolis,IN,46256.0,5812,Technical Glitch,2018-09-06,0,52,70,1967,12,469 Mountain View Boulevard,39.77,-86.14,31114.0,63433.0,122550.0,770,7,0,1495,Visa,Debit,4126791237469970,2020-07-01,502,1,1,25497.0,2000-12-01,2012,Eating Places and Restaurants
50,20278627,2017-10-24 02:44:00,1487,4946,22.73,Chip Transaction,98374,Renfrew,PA,16053.0,5411,,2017-10-24,0,59,69,1961,2,4793 North Street,40.69,-80.01,39464.0,80464.0,76261.0,727,3,1,1487,Visa,Credit,4984110253172329,2021-06-01,453,1,2,24200.0,2000-10-01,2013,"Grocery Stores, Supermarkets"
51,21931038,2018-10-09 08:41:00,1096,3012,42.0,Swipe Transaction,46983,Syracuse,NY,13212.0,5912,,2018-10-09,0,59,67,1960,10,1089 Norfolk Avenue,43.04,-76.14,20294.0,41379.0,95988.0,681,2,0,1096,Mastercard,Credit,5257815762743073,2020-10-01,52,1,2,5500.0,2009-05-01,2009,Drug Stores and Pharmacies
52,18769849,2016-12-08 06:43:00,1150,1225,93.34,Swipe Transaction,61195,Hurst,TX,76054.0,5541,,2016-12-08,0,46,67,1973,4,5692 Jefferson Boulevard,32.83,-97.17,30913.0,63030.0,93406.0,791,5,0,1150,Mastercard,Credit,5587070999180300,2023-04-01,335,1,2,9700.0,2010-02-01,2011,Service Stations
53,18437277,2016-09-28 08:36:00,1840,3322,71.0,Swipe Transaction,43293,Beaverton,OR,97005.0,5499,,2016-09-28,0,46,71,1974,2,576 Martin Luther King Street,45.49,-122.8,21702.0,44249.0,103229.0,706,5,1,1840,Mastercard,Debit,5359109609282459,2023-05-01,933,1,2,21701.0,2006-06-01,2007,Miscellaneous Food Stores
54,18612018,2016-11-04 13:17:00,820,3224,44.23,Chip Transaction,50783,Harwich,MA,2645.0,5411,,2016-11-04,0,70,59,1949,12,669 South Street,41.7,-70.3,26762.0,41902.0,29713.0,633,5,1,820,Mastercard,Credit,5880489541836648,2024-06-01,558,1,1,15100.0,2001-06-01,2010,"Grocery Stores, Supermarkets"
55,19725554,2017-06-28 19:31:00,118,3557,39.49,Chip Transaction,69972,Birmingham,AL,35212.0,5814,,2017-06-28,0,56,68,1963,12,407 Seventh Lane,33.52,-86.79,15471.0,31533.0,42315.0,753,3,1,118,Visa,Debit,4142110459052351,2024-09-01,112,1,1,20653.0,2012-06-01,2012,Fast Food Restaurants
56,19625184,2017-06-07 16:39:00,580,2724,10.39,Chip Transaction,78113,Celina,OH,45822.0,5921,,2017-06-07,0,35,65,1984,5,5094 Lafayette Boulevard,40.55,-84.57,18077.0,36857.0,3112.0,768,3,0,580,Mastercard,Debit,5498308482575223,2021-03-01,952,1,1,14471.0,2014-04-01,2014,"Package Stores, Beer, Wine, Liquor"
57,18287842,2016-08-27 10:57:00,1769,295,19.74,Swipe Transaction,70927,Manahawkin,NJ,8050.0,7538,,2016-08-27,0,75,65,1944,7,177 Mill Boulevard,39.69,-74.25,21861.0,46031.0,8332.0,661,5,0,1769,Mastercard,Debit (Prepaid),5928394327706854,2021-11-01,853,0,1,78.0,2012-01-01,2012,Automotive Service Shops
58,21231149,2018-05-13 18:09:00,1118,362,81.17,Chip Transaction,17493,Pittsburgh,PA,15212.0,5812,,2018-05-13,0,25,70,1994,8,166 Littlewood Lane,34.06,-118.35,40761.0,83104.0,222502.0,714,5,1,1118,Visa,Credit,4833091752929426,2023-06-01,461,1,1,17100.0,2017-01-01,2017,Eating Places and Restaurants
59,19241486,2017-03-18 12:48:00,171,1239,260.29,Chip Transaction,18138,Greenville,SC,29607.0,4900,,2017-03-18,0,43,70,1976,5,5194 Grant Street,34.83,-82.37,24314.0,49577.0,142314.0,694,3,1,171,Visa,Debit,4548390986370918,2021-10-01,555,1,2,21022.0,2010-02-01,2011,"Utilities - Electric, Gas, Water, Sanitary"
60,19279089,2017-03-26 14:46:00,121,5952,8.29,Chip Transaction,91717,Menasha,WI,54952.0,5912,,2017-03-26,0,34,66,1985,11,71858 Mountain View Street,44.21,-88.43,22277.0,45419.0,124370.0,721,3,1,121,Visa,Debit,4716535552633032,2023-02-01,508,1,1,18137.0,2008-12-01,2011,Drug Stores and Pharmacies
61,18730643,2016-11-29 16:13:00,502,2018,0.4,Chip Transaction,14528,Rural Valley,PA,16249.0,5499,,2016-11-29,0,46,66,1974,1,434 Bayview Avenue,40.93,-79.59,17870.0,36440.0,30574.0,745,2,0,502,Discover,Credit,6910816000642923,2020-03-01,845,1,2,7900.0,2001-03-01,2004,Miscellaneous Food Stores
62,17806969,2016-05-16 19:40:00,0,1271,5.35,Chip Transaction,55060,Scarborough,ME,4074.0,5812,,2016-05-16,0,33,69,1986,3,858 Plum Avenue,43.59,-70.33,29237.0,59613.0,36199.0,763,4,0,0,Mastercard,Debit,5050211780967429,2021-04-01,316,1,2,31490.0,2011-02-01,2011,Eating Places and Restaurants
63,21052082,2018-04-05 22:21:00,754,5450,122.42,Chip Transaction,48919,Myrtle Beach,SC,29579.0,5311,,2018-04-05,0,76,69,1943,3,15 Elm Lane,33.69,-78.89,19025.0,32817.0,27209.0,705,6,1,754,Amex,Credit,337641023717610,2023-08-01,902,1,2,10100.0,2006-11-01,2010,Department Stores
64,18462654,2016-10-03 15:31:00,983,6049,19.66,Swipe Transaction,54943,Oswego,NY,13126.0,7542,,2016-10-03,0,77,67,1942,8,8407 Forest Drive,43.45,-76.5,20447.0,47993.0,3080.0,827,5,0,983,Mastercard,Debit,5146883948059613,2018-06-01,867,1,2,13657.0,2011-12-01,2011,Car Washes
65,21618857,2018-08-03 22:59:00,1895,1090,31.99,Chip Transaction,88646,Browns Mills,NJ,8015.0,5812,,2018-08-03,0,56,65,1963,3,900 Littlewood Street,39.75,-74.22,20034.0,40848.0,146608.0,706,2,1,1895,Mastercard,Debit,5343513913226549,2023-09-01,514,1,1,13922.0,2006-02-01,2012,Eating Places and Restaurants
66,19189903,2017-03-07 13:44:00,311,4869,1.75,Chip Transaction,3374,Saint George,UT,84770.0,5912,,2017-03-07,0,46,68,1973,12,8070 Mill Lane,37.18,-113.6,14470.0,29510.0,47153.0,752,4,1,311,Amex,Credit,398921295633424,2024-01-01,659,1,2,6600.0,2014-09-01,2014,Drug Stores and Pharmacies
67,19237991,2017-03-17 16:51:00,320,3384,100.74,Swipe Transaction,50940,Tucson,AZ,85710.0,5912,,2017-03-17,0,34,75,1985,8,6444 Madison Drive,32.22,-110.82,17480.0,35641.0,64419.0,625,2,0,320,Mastercard,Debit,5421302444823985,2024-09-01,889,0,2,15292.0,2008-06-01,2011,Drug Stores and Pharmacies
68,22148936,2018-11-24 11:33:00,1171,5354,13.53,Chip Transaction,94858,Kailua,HI,96734.0,5411,,2018-11-24,0,90,67,1929,12,73 Summit Street,21.4,-157.73,26370.0,39214.0,0.0,781,5,0,1171,Visa,Debit (Prepaid),4958617093286807,2023-02-01,218,1,2,89.0,1997-11-01,2003,"Grocery Stores, Supermarkets"
69,20485724,2017-12-06 16:39:00,879,4500,10.95,Chip Transaction,58892,Brownsville,TX,78521.0,5411,,2017-12-06,0,54,66,1966,2,938 Forest Street,25.92,-97.48,11140.0,22714.0,27227.0,702,3,0,879,Visa,Debit,4988862076390748,2024-08-01,244,1,2,12184.0,1999-09-01,2010,"Grocery Stores, Supermarkets"
70,22293545,2018-12-25 06:53:00,586,3124,7.28,Chip Transaction,25379,Asheville,NC,28804.0,5921,,2018-12-25,0,37,63,1983,2,372 12th Boulevard,35.57,-82.54,22983.0,46864.0,58954.0,751,4,0,586,Visa,Debit,4957920148379718,2022-11-01,577,1,1,30952.0,2012-05-01,2012,"Package Stores, Beer, Wine, Liquor"
71,20742079,2018-01-30 03:28:00,964,294,91.15,Chip Transaction,49801,Palisades Park,NJ,7650.0,5651,,2018-01-30,0,48,66,1971,12,33 North Avenue,40.84,-73.99,22278.0,45422.0,83940.0,689,4,1,964,Amex,Credit,340045632784763,2020-02-01,218,1,1,13700.0,2012-01-01,2012,Family Clothing Stores
72,21934751,2018-10-10 04:55:00,33,2404,9.0,Chip Transaction,56895,Carson City,NV,89706.0,7230,,2018-10-10,0,77,71,1942,6,6335 Rose Lane,39.21,-119.71,18239.0,38692.0,8902.0,596,5,1,33,Mastercard,Debit,5121416562354073,2024-04-01,857,1,2,4589.0,1999-04-01,2011,Beauty and Barber Shops
73,18594351,2016-10-31 17:39:00,154,4340,56.0,Chip Transaction,22204,Fayetteville,NC,28314.0,5541,,2016-10-31,0,48,61,1971,6,8993 Madison Avenue,34.93,-78.72,18376.0,37468.0,73448.0,666,3,0,154,Visa,Debit,4287822159932211,2022-11-01,878,1,2,4660.0,2010-08-01,2013,Service Stations
74,17272442,2016-01-22 10:25:00,1891,5440,22.69,Chip Transaction,98374,Daytona Beach,FL,32121.0,5411,,2016-01-22,0,47,66,1973,2,96 Jefferson Street,29.19,-81.05,16733.0,34112.0,39842.0,725,4,1,1891,Visa,Debit,4759457733349546,2021-10-01,437,1,1,19829.0,2005-11-01,2010,"Grocery Stores, Supermarkets"
75,21549174,2018-07-20 09:50:00,149,3590,21.61,Chip Transaction,75781,Helena,AL,35080.0,5411,,2018-07-20,0,24,54,1995,3,5 Hill Avenue,33.02,-117.12,44747.0,91237.0,231619.0,594,1,1,149,Mastercard,Credit,5425086965050395,2022-07-01,286,1,1,14200.0,2015-06-01,2015,"Grocery Stores, Supermarkets"
76,18511437,2016-10-13 23:30:00,1069,3922,45.5,Online Transaction,39021,ONLINE,,,4784,,2016-10-13,0,54,69,1965,9,3683 Fifth Street,35.3,-81.03,22487.0,45852.0,114746.0,615,2,0,1069,Amex,Credit,304372446656131,2021-03-01,495,1,1,8800.0,2010-07-01,2010,Tolls and Bridge Fees
